startsum_low,startsum_high,age_low,age_high,distance,starttype,gender,applicants,addition,first_price,good_prop,id,starting_total,starting_women
0,12000000,2,2,2140,1,0,8,0,0,0,432,8,0
0,12000000,4,12,2140,1,0,1,0,0,0,433,1,1
100001,250000,3,12,1640,2,0,16,0,125000,1,434,12,2
250001,500000,3,12,2140,2,0,18,0,125000,1,435,12,0
500001,900000,3,12,2640,1,0,14,0,125000,1,436,12,0
500001,1700000,3,12,1640,2,0,16,0,150000,1,437,12,0
900001,12000000,3,12,1640,2,0,14,0,200000,1,438,12,2
50001,400000,4,4,2640,0,0,17,1,125000,1,439,15,0
100001,795000,3,12,2140,0,1,18,1,125000,1,440,15,2
50001,360000,3,12,2140,0,1,23,1,100000,1,441,15,0
18001,62000,3,12,1640,2,0,11,0,50000,1,442,11,1
62001,150000,3,12,2140,2,0,14,0,50000,1,443,11,1
0,300000,3,3,2140,0,0,8,1,60000,0,444,8,0
200001,12000000,4,12,2640,2,0,5,0,50000,0,445,5,2
0,12000000,4,4,2640,2,0,12,0,2000000,1,446,12,0
0,12000000,4,4,2140,2,1,12,0,1000000,1,447,12,0
0,12000000,3,-3,2140,2,0,12,0,150000,1,448,12,0
0,12000000,2,2,1640,2,0,6,0,100000,0,449,5,0
0,12000000,3,12,3140,0,0,11,1,100000,1,450,11,0
625001,2200000,3,12,2140,2,0,7,0,100000,0,451,7,0
250001,750000,3,7,2140,2,1,12,0,125000,1,452,12,1
10001,55000,3,12,2140,2,0,10,0,50000,0,453,10,0
55001,135000,3,12,2140,2,0,11,0,50000,1,454,10,1
0,150000,3,3,2140,0,1,13,1,60000,1,455,13,1
135001,360000,3,12,1640,2,0,14,0,50000,1,456,12,1
360001,625000,3,12,2140,2,0,9,0,50000,0,457,8,0
0,35000,2,2,1640,1,0,5,0,30000,0,458,5,1
0,25000,3,12,2140,2,0,15,0,30000,1,459,12,1
0,75000,3,3,2140,1,1,10,0,60000,0,460,9,1
0,12000000,3,3,2140,0,0,8,1,60000,0,461,8,1
0,170000,3,12,2140,0,0,11,1,30000,1,462,10,3
170001,395000,3,12,1640,2,0,16,0,70000,1,463,12,2
200001,550000,3,12,2640,2,1,9,0,70000,0,464,9,2
395001,12000000,0,12,1140,2,0,10,0,70000,0,465,8,1
0,12000000,0,12,2140,1,0,12,0,0,1,466,12,1
0,12000000,2,2,2140,1,0,4,0,0,0,467,4,1
0,12000000,4,12,2140,1,0,0,0,0,0,468,0,0
0,25000,3,3,2140,1,1,9,0,60000,0,469,9,1
0,45000,3,12,2140,0,0,8,1,30000,0,470,8,0
45001,96000,3,12,1640,2,0,15,0,30000,1,471,12,1
0,12000000,3,12,2140,0,0,15,1,30000,1,472,14,2
96001,215000,3,12,2140,2,0,15,0,70000,1,473,12,4
50001,252000,4,4,2140,2,1,13,0,50000,1,474,12,2
215001,450000,3,12,2140,2,0,13,0,70000,1,475,13,1
0,12000000,0,12,2140,1,0,10,0,0,0,476,10,4
0,12000000,2,2,2140,1,0,6,0,0,0,477,6,0
0,12000000,2,2,1640,0,0,5,1,30000,0,478,5,1
0,10000,3,12,2140,1,0,9,0,30000,0,479,9,0
10001,60000,3,3,2140,2,1,10,0,30000,0,480,10,0
0,75000,3,12,2140,1,0,9,0,60000,0,481,9,0
0,100000,3,12,2140,0,0,10,1,30000,0,482,10,1
100001,300000,3,12,2140,2,0,11,0,30000,1,483,11,1
900000,12000000,3,12,2140,0,0,11,1,30000,1,484,8,3
0,12000000,4,12,2140,0,0,6,1,30000,0,485,6,1
0,12000000,0,12,2140,1,0,5,0,0,0,486,5,0
0,12000000,2,2,2140,1,0,2,0,0,0,487,2,0
0,12000000,4,12,2140,1,0,0,0,0,0,488,0,0
0,12000000,2,2,1640,2,0,5,0,70000,0,489,5,0
0,22000,3,12,2140,1,0,10,0,30000,0,490,9,2
0,49000,3,12,2140,1,1,12,0,60000,1,491,11,5
0,65000,3,12,2140,2,0,8,0,30000,0,492,8,2
22001,116000,3,12,2640,2,0,14,0,30000,1,493,12,8
0,375000,3,12,2140,0,1,15,1,50000,1,494,15,3
0,500000,3,12,2140,0,0,15,1,50000,1,495,14,1
500001,900000,3,12,2140,2,0,19,0,125000,1,496,12,0
375001,1125000,3,7,2140,2,0,13,0,125000,1,497,13,2
0,12000000,0,12,2140,1,0,6,0,0,0,498,6,0
0,12000000,2,2,2140,1,0,5,0,0,0,499,5,0
0,50000,2,2,1640,1,0,5,0,30000,0,500,5,0
0,25000,3,3,2140,1,0,9,0,60000,0,501,9,0
0,48000,3,12,2140,0,0,9,1,30000,0,502,9,4
48001,170000,3,12,2140,2,1,12,0,30000,1,503,12,2
0,320000,3,12,2140,0,0,10,1,30000,0,504,8,1
0,12000000,3,12,2140,0,0,13,1,30000,1,505,10,2
50001,12000000,3,3,1640,2,0,5,0,60000,0,506,5,1
150001,695000,4,12,1640,2,0,10,0,30000,0,507,10,2
0,12000000,0,12,2140,1,0,4,0,0,0,508,4,1
0,12000000,2,2,2140,1,0,14,0,0,1,509,13,1
0,12000000,4,12,2140,1,0,0,0,0,0,510,0,0
0,13500,3,12,2140,1,0,8,0,30000,0,511,8,0
0,34000,3,12,1640,2,0,8,0,30000,0,512,8,0
0,74000,3,12,2640,2,0,11,0,30000,1,513,11,1
34001,120000,3,12,1640,2,1,14,0,30000,1,514,12,2
74001,150000,3,12,2140,2,0,14,0,30000,1,515,12,2
150001,305000,3,12,1640,2,0,11,0,30000,1,516,10,1
120001,400000,3,12,2140,2,1,7,0,30000,0,517,7,1
0,12000000,0,12,2140,1,0,8,0,0,0,518,5,1
0,12000000,2,2,2140,1,0,9,0,0,0,519,9,1
0,12000000,4,12,2140,1,0,3,0,0,0,520,3,2
100001,250000,3,12,2140,1,0,16,0,125000,1,521,12,1
250001,500000,3,12,2140,2,0,22,0,125000,1,522,12,0
500001,900000,3,12,2140,2,0,15,0,125000,1,523,12,0
500001,1700000,3,12,1640,2,0,14,0,150000,1,524,12,0
900001,12000000,3,12,2640,2,0,13,0,400000,1,525,11,0
200001,685000,3,12,2140,0,1,20,0,125000,1,526,15,1
150001,1140000,3,12,3140,0,0,17,1,125000,1,527,15,2
50001,360000,3,12,2140,0,1,16,1,100000,1,528,14,1
50001,135000,3,12,2140,2,0,13,0,40000,1,530,11,1
0,150000,3,3,2140,0,1,10,1,60000,0,531,10,0
200001,12000000,4,12,2140,2,0,9,0,75000,0,532,8,1
0,12000000,2,2,1640,0,0,6,1,30000,0,533,5,1
0,5000,3,12,2140,1,0,7,0,30000,0,534,6,1
0,25000,3,3,2140,1,1,9,0,60000,0,535,8,1
0,82000,3,12,2140,0,0,11,1,30000,1,536,10,2
28001,155000,3,12,2140,2,0,20,0,30000,1,537,12,2
82001,350000,3,12,1640,2,0,14,0,30000,1,538,11,6
0,695000,3,12,2140,0,0,13,1,30000,1,539,13,1
0,12000000,3,3,2140,0,0,11,1,60000,1,540,11,1
0,12000000,3,12,2140,0,0,16,1,30000,1,541,15,3
0,12000000,0,12,2140,1,0,9,0,0,0,542,9,1
0,12000000,2,2,2140,1,0,14,0,0,1,543,14,1
0,12000000,4,12,2140,1,0,3,0,0,0,544,2,1
0,12000000,2,2,1640,2,0,19,0,100000,1,545,9,0
0,49000,3,3,2140,1,0,9,0,60000,0,546,9,1
0,85000,3,12,2140,0,0,8,1,30000,0,547,8,0
85001,184669,3,12,2140,2,0,9,0,30000,0,548,6,0
50001,200000,3,7,2140,2,1,13,0,30000,1,549,12,1
0,550000,3,12,2640,0,0,7,1,30000,0,550,7,0
0,600000,4,4,2140,0,1,10,1,50000,0,551,10,0
0,12000000,3,3,2140,0,1,11,1,60000,1,552,11,0
0,12000000,0,12,2140,1,0,10,0,0,0,553,10,1
0,15000,3,12,2140,1,0,9,0,30000,0,554,8,0
0,50000,3,12,1640,2,0,8,0,30000,0,555,7,2
0,130000,3,12,2140,2,0,13,0,40000,1,556,12,0
130001,230000,3,12,1640,2,0,14,0,70000,1,557,12,3
0,12000000,3,12,2140,0,0,8,1,30000,0,558,7,1
50001,12000000,3,3,2140,2,0,6,0,60000,0,559,6,1
0,12000000,3,12,3140,0,0,6,1,70000,0,560,6,0
0,12000000,0,12,2140,1,0,11,0,0,1,561,11,0
0,12000000,4,12,2140,1,0,1,0,0,0,562,1,1
0,12000000,2,2,1640,0,0,9,1,30000,0,563,8,1
0,60000,3,12,2140,0,0,10,1,30000,0,564,9,0
0,75000,3,3,2140,2,0,14,0,60000,1,565,12,1
60001,155000,3,12,1640,2,0,22,0,30000,1,566,12,4
0,265000,3,12,2140,0,0,14,1,30000,1,567,14,2
265001,412320,3,12,2140,2,0,13,0,30000,1,568,12,0
412321,824640,3,12,2140,2,0,10,0,30000,0,569,9,1
0,12000000,3,12,2140,0,0,13,1,50000,1,570,12,2
0,12000000,4,12,2640,0,0,9,1,30000,0,571,8,1
0,12000000,0,12,2140,1,0,4,0,0,0,572,4,0
100001,250000,3,12,2140,2,0,16,0,125000,1,573,12,4
250001,500000,3,12,2640,1,0,22,0,125000,1,574,12,0
500001,900000,3,12,1640,2,0,13,0,125000,1,575,12,1
500001,1700000,3,12,2640,2,0,19,0,150000,1,576,12,1
900001,12000000,3,12,2140,2,0,16,0,200000,1,577,12,0
0,12000000,2,2,1640,2,0,12,0,700000,1,578,12,0
50001,12000000,3,4,2140,0,0,11,1,150000,1,579,10,0
50001,360000,3,12,2140,0,0,17,1,100000,1,580,15,2
10001,40000,3,12,1640,2,0,11,0,40000,1,581,11,1
0,75000,3,3,2140,2,1,10,0,60000,0,582,9,0
40001,88000,3,12,2140,2,0,9,0,40000,0,583,8,0
88001,162000,3,12,2140,2,0,15,0,40000,1,584,12,2
0,10000,3,12,2140,1,0,11,0,30000,1,585,10,0
0,30000,3,12,2140,1,0,10,0,30000,0,586,9,2
0,65000,3,12,2140,2,0,10,0,30000,0,587,7,1
30001,99000,3,12,1640,2,1,13,0,30000,1,588,12,2
65001,134000,3,12,2640,2,0,11,0,30000,1,589,9,2
99001,200000,3,12,2140,2,1,18,0,30000,1,590,12,0
134001,244000,3,12,1640,2,0,20,0,30000,1,591,12,2
0,12000000,0,12,2140,1,0,8,0,0,0,592,8,2
0,12000000,4,12,2140,1,0,0,0,0,0,593,0,0
0,15001,3,12,2140,1,0,9,0,30000,0,594,7,1
0,45000,3,12,1640,2,0,11,0,30000,1,595,11,1
0,81000,3,12,2140,2,0,10,0,30000,0,596,10,2
45001,122000,3,12,1640,2,0,11,0,35000,1,597,9,0
50001,175000,3,12,1640,2,1,17,0,35000,1,598,12,0
0,395000,3,12,2140,0,0,11,1,30000,1,599,11,0
30001,12000000,3,3,2140,2,1,6,0,50000,0,600,6,0
75001,12000000,4,4,1640,2,0,7,0,35000,0,601,7,0
0,12000000,0,12,2140,1,0,6,0,0,0,602,5,0
0,12000000,2,2,2140,1,0,0,0,0,0,603,0,0
0,12000000,4,12,2140,1,0,1,0,0,0,604,1,0
0,12000000,3,3,2140,2,0,9,0,100000,0,605,9,0
0,25000,3,12,2140,2,0,20,0,30000,1,606,12,0
0,56000,3,12,2140,1,0,23,0,30000,1,607,12,0
0,95000,3,12,2140,2,0,17,0,30000,1,608,12,3
0,450000,3,12,2140,0,0,12,1,40000,1,609,12,3
250001,550000,3,12,1640,2,1,14,0,40000,1,610,10,3
0,12000000,3,12,3140,0,0,11,1,60000,1,611,10,2
0,12000000,0,12,2140,1,0,3,0,0,0,612,3,2
0,12000000,2,2,2140,1,0,0,0,0,0,613,0,0
0,12500,3,12,2140,1,0,15,0,30000,1,614,12,1
0,40000,3,12,2140,2,0,15,0,30000,1,615,12,2
0,75000,3,3,2140,2,0,11,0,50000,1,616,11,0
40001,125000,3,12,2640,1,0,12,0,30000,1,617,12,2
40001,210000,3,12,2140,2,0,20,0,30000,1,618,12,2
100001,350000,4,4,1640,2,0,12,0,35000,1,619,11,2
645001,12000000,3,12,1640,2,0,10,0,35000,0,620,10,1
200001,730000,4,12,2140,2,0,10,0,35000,0,621,10,0
0,25000,3,3,2140,1,0,16,0,50000,1,622,12,0
0,54000,3,12,2140,0,0,12,1,30000,1,623,11,3
0,105000,3,12,2140,2,0,14,0,30000,1,624,12,6
54001,175000,3,12,1640,2,0,18,0,30000,1,625,12,0
100001,250000,3,7,1640,2,1,15,0,30000,1,626,12,1
105001,312132,3,12,2140,2,0,13,0,30000,1,627,10,0
0,12000000,3,12,2140,0,0,15,1,30000,1,628,15,6
0,12000000,0,12,2140,1,0,6,0,0,0,629,6,1
0,12000000,2,2,2140,1,0,3,0,0,0,630,3,0
0,12000000,4,12,2140,1,0,1,0,0,0,631,0,0
0,10000,3,12,2140,1,0,15,0,30000,1,632,12,5
0,34000,3,12,2140,1,0,17,0,30000,1,633,12,2
0,66500,3,12,1640,2,0,14,0,30000,1,634,12,1
34001,124000,3,12,2640,2,0,18,0,30000,1,635,12,1
75001,175000,3,12,1640,2,1,13,0,30000,1,636,12,1
0,710000,3,12,2640,0,0,11,1,30000,1,637,10,0
0,12000000,0,12,2140,1,0,6,0,0,0,638,6,3
0,12000000,2,2,2140,1,0,0,0,0,0,639,0,0
0,23500,3,12,2140,2,0,14,0,30000,1,640,12,2
0,50000,3,3,2140,1,0,8,0,50000,0,641,6,1
0,58000,3,12,2140,1,0,11,0,30000,1,642,10,2
0,100000,3,12,2140,1,1,10,0,50000,0,643,9,0
23501,115000,3,12,2140,2,0,12,0,35000,1,644,12,4
115001,305000,3,12,2140,2,0,13,0,30000,1,645,12,0
0,685000,3,12,2140,0,0,13,1,30000,1,646,13,3
100001,900000,3,12,2140,0,1,16,1,110000,1,647,15,1
0,1050000,3,12,3140,0,0,9,1,35000,0,648,8,0
0,12000000,0,12,2140,1,0,2,0,0,0,649,2,0
0,12000000,2,2,2140,1,0,2,0,0,0,650,2,0
0,12000000,4,12,2140,1,0,0,0,0,0,651,0,0
0,12000000,2,2,2140,1,0,1,0,0,0,652,1,0
0,8000,3,12,2140,1,0,15,0,30000,1,653,12,1
0,33000,3,12,2140,1,0,13,0,30000,1,654,13,1
0,64000,3,12,2140,2,0,15,0,30000,1,655,12,4
33001,135000,3,12,1640,2,0,21,0,30000,1,656,15,4
135001,222000,3,12,2640,2,0,19,0,30000,1,657,15,8
0,12000000,0,12,2140,1,0,6,0,0,0,658,6,2
0,12000000,2,2,2140,1,0,2,0,0,0,659,1,0
0,12000000,4,12,2140,1,0,2,0,0,0,660,0,0
0,8000,3,12,2140,1,0,15,0,30000,1,661,12,2
0,33000,3,12,2140,1,0,13,0,30000,1,662,10,3
0,64000,3,12,2140,2,0,15,0,30000,1,663,12,0
33001,135000,3,12,1640,2,0,21,0,30000,1,664,12,1
135001,222000,3,12,2640,2,0,19,0,30000,1,665,12,1
0,12000000,0,12,2140,1,0,6,0,0,0,666,6,2
0,12000000,2,2,2140,1,0,2,0,0,0,667,2,0
0,12000000,4,12,2140,1,0,2,0,0,0,668,2,0
0,18500,3,12,2140,1,0,13,0,30000,1,669,12,5
0,44000,3,12,2140,1,0,16,0,30000,1,670,12,1
0,50000,3,3,2140,1,1,9,0,50000,0,671,9,1
18501,95000,3,12,2140,2,0,14,0,30000,1,672,12,3
95001,250000,3,12,2640,2,0,18,0,30000,1,673,12,6
0,339000,3,12,2140,0,0,24,1,30000,1,674,15,3
0,12000000,0,12,2140,1,0,13,0,0,1,675,12,1
0,12000000,2,2,2140,1,0,2,0,0,0,676,2,0
0,12000000,4,12,2140,1,0,0,0,0,0,677,0,0
0,12000000,3,12,1640,2,0,6,0,100000,0,678,6,1
485000,12000000,3,12,1609,2,0,10,0,75000,0,679,10,1
0,10000,3,12,2140,1,0,10,0,30000,0,680,10,3
0,35000,3,12,2140,2,0,12,0,30000,1,681,12,2
0,75000,3,12,2640,1,0,10,0,30000,0,682,10,0
75001,185000,3,12,1640,2,0,19,0,30000,1,683,12,1
185001,295000,3,12,2140,2,0,18,0,35000,1,684,12,1
100001,425000,3,12,2140,2,1,15,0,35000,1,685,10,1
0,12000000,0,12,2140,1,0,5,0,0,0,686,5,1
0,12000000,2,2,2140,1,0,0,0,0,0,687,0,0
0,25000,3,3,2140,1,0,11,0,50000,1,688,11,3
0,40000,3,12,2140,0,0,10,0,30000,0,689,8,1
14001,82000,3,12,1640,2,0,16,0,30000,1,690,12,1
40001,166000,3,12,2140,2,0,21,0,30000,1,691,12,3
0,400000,3,12,2140,0,0,20,0,30000,1,692,15,1
0,860000,3,12,2140,0,0,11,1,30000,1,693,8,1
0,12000000,3,12,2140,0,0,19,1,30000,1,694,15,7
0,12000000,4,12,2140,0,0,12,1,30000,1,695,12,3
0,12000000,0,12,2140,1,0,8,0,0,0,696,8,1
0,12000000,2,2,2140,1,0,1,0,0,0,697,1,1
0,12000000,4,12,2140,1,0,2,0,0,0,698,2,0
0,12000000,3,12,1609,2,0,10,0,1609000,0,699,10,0
0,12000000,3,12,1640,2,0,10,0,700000,0,700,10,1
275001,12000000,3,12,3140,0,0,15,1,250000,1,701,14,1
100001,12000000,4,4,1640,2,0,7,0,200000,0,702,7,1
500001,12000000,3,12,1640,2,1,10,0,200000,0,703,9,2
200001,2500000,3,12,1640,2,0,16,0,100000,1,704,12,1
200001,1250000,3,12,2140,2,0,14,0,100000,1,705,12,0
100001,695000,3,12,1640,2,0,17,0,80000,1,706,12,0
100001,450000,3,12,2140,2,0,14,0,80000,1,707,12,1
0,12000000,3,12,2140,2,1,10,0,100000,0,708,10,0
40001,165000,3,12,2140,2,0,12,0,80000,1,709,12,2
0,12000000,2,2,1640,2,0,10,0,80000,0,710,10,0
0,19500,3,12,2140,1,0,10,0,30000,0,711,8,0
0,75000,3,3,2140,2,1,14,0,50000,1,712,12,0
0,135000,3,12,2140,0,0,13,0,30000,1,713,11,3
45001,195000,3,12,1640,2,0,13,0,30000,1,714,10,6
135000,240000,3,12,2640,2,0,14,0,30000,1,715,12,3
0,300000,3,12,2140,0,0,5,1,125000,0,716,4,0
0,12000000,0,12,2140,0,0,6,0,0,0,717,6,0
0,12000000,2,2,2140,1,0,0,0,0,0,718,0,0
0,12000000,4,12,2140,1,0,1,0,0,0,719,1,0
0,8000,3,12,2140,1,0,11,0,30000,1,720,9,2
0,25000,3,3,2140,1,1,12,0,50000,1,721,12,0
0,30000,3,12,2140,2,0,11,0,30000,1,722,11,0
0,69000,3,12,2140,1,0,10,0,30000,0,723,10,2
0,75000,3,3,2140,2,0,13,0,50000,1,724,10,0
69001,155000,3,12,1640,2,0,26,0,30000,1,725,12,3
0,375000,3,12,2140,0,0,11,1,35000,1,726,11,3
75001,12000000,4,4,2140,2,1,9,0,35000,0,727,8,0
0,12000000,0,12,2140,1,0,7,0,0,0,728,7,0
0,12000000,2,2,2140,1,0,5,0,0,0,729,4,1
0,14000,2,2,1640,1,0,5,0,30000,0,730,5,0
0,48000,3,12,2140,0,0,9,1,30000,0,731,8,2
0,95000,3,12,1640,2,0,9,0,30000,0,732,9,0
48001,154139,3,12,2140,2,0,16,0,30000,1,733,12,2
0,600000,3,12,2140,0,0,15,1,30000,1,734,13,7
0,940000,3,12,2140,0,0,14,1,30000,1,735,13,0
0,12000000,3,3,2140,0,0,12,1,50000,1,736,12,1
75001,497000,4,12,2140,2,0,10,0,30000,0,737,10,2
0,12000000,0,12,2140,1,0,8,0,0,0,738,8,0
0,12000000,2,2,2140,1,0,4,0,0,0,739,3,0
0,12000000,4,12,2140,1,0,0,0,0,0,740,0,0
0,12000000,4,4,2640,2,0,85,0,200000,1,741,12,0
0,12000000,4,4,2140,2,1,69,0,100000,1,742,11,0
70001,230000,3,12,2140,2,0,10,0,30000,0,743,0,0
0,12000000,4,4,2640,2,0,12,0,200000,1,744,12,1
0,12000000,4,4,2640,2,0,12,0,200000,1,745,12,0
0,12000000,4,4,2640,2,0,12,0,200000,1,746,12,1
0,12000000,4,4,2640,2,0,12,0,200000,1,747,12,0
0,12000000,4,4,2640,2,0,12,0,200000,1,748,12,0
0,12000000,4,4,2140,2,1,12,0,100000,1,749,12,0
0,12000000,4,4,2140,2,1,11,0,100000,1,750,11,1
0,12000000,4,4,2140,2,1,11,0,100000,1,751,11,0
0,12000000,4,4,2140,2,1,12,0,100000,1,752,12,0
0,12000000,4,4,2140,2,1,12,0,100000,1,753,12,0
0,15000,3,12,2140,1,0,12,0,30000,1,754,9,2
0,25000,3,3,2140,1,1,13,0,50000,1,755,12,1
0,39000,3,12,2140,1,0,10,0,30000,0,756,9,1
0,72000,3,12,2140,2,0,8,0,30000,0,757,7,2
15001,92000,3,12,2140,2,1,11,0,30000,1,758,10,2
39001,115000,3,12,2640,2,0,11,0,30000,1,759,10,1
92001,170000,3,12,1640,2,1,11,0,30000,1,760,10,1
0,602000,3,12,2140,0,0,11,1,30000,1,761,9,2
0,12000000,0,12,2140,1,0,12,0,0,1,762,9,3
0,12000000,2,2,2140,1,0,4,0,0,0,763,4,0
0,12000000,4,12,2140,1,0,2,0,0,0,764,2,0
100001,250000,3,12,1640,2,0,21,0,110000,1,765,12,0
250001,500000,3,12,2640,2,0,24,0,110000,1,766,12,1
500001,900001,3,12,2140,1,0,14,0,110000,1,767,12,1
500001,1700000,3,12,2140,2,0,18,0,125000,1,768,12,0
900001,12000000,3,12,1640,2,0,14,0,150000,1,769,12,0
100001,675000,3,12,2140,0,1,25,1,110000,1,770,15,0
50001,400000,4,4,2640,0,0,17,1,110000,1,771,15,1
200001,650000,3,12,2140,2,0,24,0,100000,1,772,15,2
15001,60000,3,12,1640,2,0,9,0,40000,0,773,7,2
60001,145000,3,12,2140,2,0,11,0,40000,1,774,8,1
0,300000,3,3,2140,0,0,7,1,50000,0,775,6,0
200001,12000000,4,12,2140,2,0,8,0,50000,0,776,8,2
0,12000000,4,4,2640,2,0,12,0,2000000,1,777,12,0
0,12000000,4,4,2140,2,1,12,0,1000000,1,778,12,0
360001,750000,3,12,2140,2,0,17,0,150000,1,779,12,1
0,12000000,3,12,3140,0,0,13,1,100000,1,780,11,2
550001,2200000,3,12,2140,2,0,14,0,100000,1,781,12,0
100001,1900000,3,12,1640,0,1,13,1,110000,1,782,13,4
10001,49000,3,12,2140,2,0,10,0,40000,0,783,7,0
49001,128000,3,12,1640,2,0,12,0,40000,1,784,10,2
0,150000,3,3,2140,0,1,12,1,50000,1,785,11,2
128001,360000,3,12,1640,2,0,15,0,40000,1,786,12,3
128001,550000,3,12,2140,2,0,17,0,40000,1,787,12,2
0,12000000,2,2,1640,2,0,7,0,100000,0,788,7,0
0,12000000,2,2,1640,0,0,11,1,30000,1,789,11,1
0,50000,3,3,2140,1,0,10,0,50000,0,790,10,0
0,65000,3,12,2140,0,0,11,1,30000,1,791,10,3
0,100000,3,3,2140,2,1,10,0,50000,0,792,9,0
50001,275000,4,4,2140,2,1,10,0,50000,0,793,10,2
0,375000,3,12,2140,0,0,14,0,60000,1,794,13,1
615001,12000000,3,12,1140,2,0,6,0,60000,0,795,6,0
0,930000,4,12,2140,0,0,15,1,60000,1,796,15,4
0,12000000,0,12,2140,1,0,8,0,0,0,797,8,0
0,12000000,2,2,2140,1,0,2,0,0,0,798,2,0
0,12000000,4,12,2140,1,0,3,0,0,0,799,3,1
0,12000,3,12,2140,1,0,7,0,30000,0,800,7,1
0,36000,3,12,2140,1,0,13,0,30000,1,801,12,2
0,80000,3,12,1640,2,0,11,0,30000,1,802,11,1
50001,150000,3,12,2140,2,1,15,0,30000,1,803,12,1
100001,300000,3,12,2140,2,0,17,0,30000,1,804,12,3
0,390000,3,12,2140,0,0,17,1,30000,1,805,15,2
0,12000000,3,12,2140,0,0,17,1,30000,1,806,15,4
0,12000000,0,12,2140,1,0,7,0,0,0,807,7,0
0,12000000,2,2,2140,1,0,3,0,0,0,808,3,0
0,12000000,2,2,1640,2,0,9,0,600000,0,809,9,0
0,19000,3,12,2140,1,0,10,0,30000,0,810,10,2
0,45000,3,12,1640,2,0,13,0,30000,1,811,11,2
0,75000,3,3,2140,1,0,9,0,50000,0,812,9,0
0,198000,3,12,2640,0,0,11,1,30000,1,813,11,1
198001,460000,3,12,2140,2,0,14,0,40000,1,814,12,1
200001,550000,3,12,1640,2,1,13,0,60000,1,815,10,0
0,12000000,0,12,2140,1,0,13,0,0,1,816,13,2
0,12000000,2,2,2140,1,0,9,0,0,0,817,9,1
0,12000000,4,12,2140,1,0,0,0,0,0,818,0,0
0,12000000,2,2,1640,0,0,7,1,30000,0,819,7,0
0,72000,3,12,2140,0,0,10,1,30000,0,820,10,1
24001,112000,3,12,2140,2,0,10,1,30000,0,821,9,3
0,150000,3,12,2140,2,1,13,0,125000,1,822,12,0
72001,178000,3,12,1640,2,0,19,0,30000,1,823,12,6
0,408000,3,12,2640,0,0,16,1,30000,1,824,15,2
300001,850000,4,12,1640,2,0,7,0,30000,0,825,7,1
0,12000000,0,12,2140,1,0,8,0,0,0,826,8,0
0,12000000,2,2,2140,1,0,6,0,0,0,827,4,2
0,15000,2,2,1640,1,1,7,0,30000,0,828,7,0
0,16000,3,12,2140,1,0,10,0,30000,0,829,10,3
0,50000,3,12,2140,2,0,13,0,30000,1,830,12,1
0,75000,3,12,2140,1,0,9,0,50000,0,831,7,1
0,105000,3,12,2140,2,0,18,0,35000,1,832,12,2
0,211000,3,12,2140,1,0,17,1,30000,1,833,13,4
105001,280000,3,12,1640,2,0,14,0,35000,1,834,12,1
50001,12000000,3,3,2140,2,0,7,0,50000,0,835,7,1
0,12000000,0,12,2140,1,0,9,0,0,0,836,3,0
0,12000000,2,2,2140,1,0,9,0,0,0,837,9,2
0,12000000,4,12,2140,1,0,1,0,0,0,838,1,1
0,12000000,2,2,1640,2,0,6,0,30000,0,839,6,0
0,25000,3,12,2140,2,0,11,0,30000,1,840,11,4
0,150000,3,3,2140,0,0,9,1,50000,0,841,9,0
0,180000,3,12,2140,0,0,13,1,30000,1,842,13,1
50001,250000,3,7,1640,2,1,11,0,40000,1,843,11,0
250001,510000,3,12,2140,2,1,7,0,60000,0,844,7,1
0,825000,3,12,2140,0,0,10,1,60000,0,845,9,1
0,1200000,3,12,3140,0,0,10,1,60000,0,846,10,1
825001,12000000,3,12,2140,2,0,10,0,60000,0,847,10,3
0,12000000,0,12,2140,1,0,2,0,0,0,848,2,0
0,12000000,2,2,2140,1,0,5,0,0,0,849,5,1
100001,250000,3,12,2140,1,0,18,0,110000,1,850,12,0
250001,500000,3,12,1640,2,0,17,0,110000,1,851,12,2
500001,900000,3,12,2140,2,0,25,0,110000,1,852,12,0
500001,1700000,3,12,2140,2,0,14,0,125000,1,853,12,0
900001,12000000,3,12,2640,2,0,15,0,400000,1,854,12,0
100001,840000,3,12,2140,0,1,23,1,110000,1,855,15,1
150001,1140000,3,12,3140,0,0,26,1,110000,1,856,15,2
75001,480000,3,12,2140,0,0,23,1,100000,1,857,15,1
40001,110000,3,12,2140,2,0,18,0,30000,1,858,12,1
110001,221000,3,12,1640,2,0,24,0,30000,1,859,12,2
0,150000,3,12,2140,0,0,12,1,50000,1,860,12,0
200001,12000000,4,12,2140,2,0,9,0,50000,0,861,9,1
0,11000,3,12,2140,1,0,13,0,30000,1,862,12,1
0,25000,3,3,2140,1,1,15,0,50000,1,863,12,1
0,40000,3,12,2140,1,0,12,0,30000,1,864,11,2
0,89000,3,12,1640,2,0,22,0,30000,1,865,12,2
40001,152000,3,12,2140,2,0,24,0,30000,1,866,12,4
0,400000,3,12,2140,0,0,12,1,30000,1,867,12,2
0,1400000,3,12,2140,0,0,22,1,50000,1,868,15,6
0,12000000,0,12,2140,1,0,13,0,0,1,869,8,3
0,12000000,2,2,2140,1,0,12,0,0,1,870,12,2
0,12000000,4,4,2140,1,0,1,0,0,0,871,1,1
0,12000000,2,12,1640,2,0,25,0,100000,1,872,11,0
0,45000,3,12,2140,0,0,10,1,30000,0,873,9,3
