startsumma,häst,startpoäng,ålder,kön,tränare,tränarkön,tjänat_innev_år,proffs_amatör,id
75000,Ove Palema,1450,3,h,Svensson Linus (Ax),0,52500,1,1749
75000,Ferdinand Eme,650,5,v,Vuorenmaa Jenny (Ax),1,0,1,1750
75000,Moon's Annaconda,357,6,s,Kiste Lina (J),1,25700,0,1751
74700,Varjak Face,704,4,v,Lövgren Joakim (J),0,7400,1,1752
74600,Daisy Love,885,5,s,Jonsson Thomas (Kr),0,0,1,1753
74407,Jawis* (NL),780,5,v,van der Meer Patricia (J),1,0,1,1754
74300,Maiden Heart,1188,4,s,Anderberg Johan (J),0,6500,0,1755
73600,Isa Greenwood,30,6,s,Engdahl Peder (Å),0,500,0,1756
73600,Mon Ahult,182,7,v,Palm Gustavsson Emmelie (Å),1,0,0,1757
73400,Simson Saar,664,5,v,Berglund Anders (Vg),0,8400,0,1758
73050,Åkemias Prinsessa,81,7,s,Fajersson Greger (Kr),0,0,1,1759
73000,At First,450,5,s,Persson David (Ax),0,0,1,1760
73000,Runaway Day,470,4,s,Zackrisson Anders (Kr),0,6000,1,1761
72700,Only Cash OC,777,4,h,Lövgren Joakim (J),0,0,1,1762
72600,Free Fallin LC,710,6,s,Dahlén Magnus (Hd),0,10000,1,1763
72600,Gländerius,430,5,v,Jonsson Thomas (Kr),0,15000,1,1764
72500,Ztinas Blaze,1175,4,s,Untersteiner Peter (Hd),0,0,1,1765
72373,Hector de Sajan* (RS),25,4,h,Bianchi Riccardo (Hd),0,2000,1,1766
72100,Min Lilly,95,5,s,Pettersson Mikael (Ax),0,0,0,1767
71900,Sahara,128,6,s,Rydberg Jesper (Ax),0,0,0,1768
71600,Enjoy's Miss Li,159,8,s,Wåhlin Mikael (Kr),0,500,0,1769
71500,Cintra,1265,3,s,Bergh Robert (Å),0,59000,1,1770
71500,L'or Noir Marcesi,405,5,s,Söderström Carlos (Å),0,0,1,1771
71450,Ryggornas LL,134,11,v,Reuterberg Camilla (Å),1,0,0,1772
71400,Remburs RD,1489,4,v,Dyhrberg Svend (Hd),0,71400,1,1773
71400,Big Hurt (US),475,4,v,Oscarsson Jim (Kr),0,22500,1,1774
71300,Passion Number One,213,10,s,Sturk Joakim (Hd),0,0,0,1775
71125,Jenni Mauritz,77,10,s,Mauritzsson Roland (J),0,0,0,1776
71000,Gin Tat Last,83,5,s,Forssell Anna (Ax),1,500,1,1777
71000,StacksonStacksBore,510,6,v,Granlund Stefan (Kr),0,16500,1,1778
71000,Bear Wind,1085,3,s,Nordström Per (J),0,57500,1,1779
70800,John Dee,978,5,v,Svanstedt Rickard (Ax),0,50000,1,1780
70500,King's League,1130,4,v,Svanstedt Rickard (Ax),0,0,1,1781
70500,Helena Fagra,1155,4,s,Untersteiner Peter (Hd),0,0,1,1782
70200,Xanthis Florence,372,4,s,Larsen Niels Christian (Hd),1,13700,0,1783
70042,Listas Braveheart,420,5,v,Olsson Jacobsen Sophia (Å),1,0,0,1784
70000,Felicia Silvåkra,120,7,s,Persson Julia (J),1,0,0,1785
69700,Porthello,55,8,v,Jonsson Håkan (Hd),0,0,0,1786
69600,Ekebo Easy,245,9,v,Petersson Rune (Vg),0,0,0,1787
68900,Neon Brodda,105,7,s,Höglund Louise (Ax),1,0,0,1788
68839,Evita Game* (DK),275,5,s,Boel Eva (Hd),1,5000,0,1789
68725,Moons Superman,627,4,v,Davidsson Maria-Therese (Ti),1,4077,0,1790
68600,Mama's Happy Boy,298,5,v,Hellkvist Bo (Ax),0,0,1,1791
68600,Empress Ås,720,9,s,Rittbring Ann-Charlotta (Hd),1,0,0,1792
68500,Simone KJ,1160,4,s,Bergh Robert (Å),0,0,1,1793
68100,Seymour,126,12,v,Kiste Lina (J),1,0,0,1794
67948,Zizou's Star Treb (IT),128,6,v,Oscarsson Jim (Kr),0,0,1,1795
67800,Dats Capital,25,6,v,Hultgren Anders (Ax),0,0,0,1796
67750,Peace too Many,150,6,s,Rasmusson Johanna (Hd),1,6500,0,1797
67500,Nowalkrun,985,3,s,Hellkvist Bo (Ax),0,6500,1,1798
67500,Holeinone Pepper,1325,3,h,Riordan Jerry (Hd),0,67500,1,1799
67500,Stor Zacke,305,4,v,Zackrisson Anders (Kr),0,1500,1,1800
67400,Global Born to Run,565,4,v,Untersteiner Johan (Hd),0,0,1,1801
67380,Heroine Aldo (FR),124,4,s,Malmqvist Tomas (J),0,0,1,1802
67300,Runaround Sue,183,5,s,Edvardsson Richter Erik (Kr),0,0,0,1803
67100,Simb Medici,265,6,s,Holmqvist Stefan (Ax),0,0,0,1804
67100,Ritz Ina Hall,145,6,s,Rittbring Ann-Charlotta (Hd),1,500,0,1805
66950,Titan Face,599,6,h,Daci Altin (J),0,0,0,1806
66800,Elite Ima,250,4,s,Aho Mikko (Å),0,0,1,1807
66500,Kill'em All,385,4,v,Sandin Elisabeth (Ax),1,17500,1,1808
66400,Conch Silvio,359,4,s,Uhrberg Thomas (J),0,12000,1,1809
66350,Frankson,205,11,v,Flink Jan E (Ax),0,0,0,1810
66300,Kocsis Boko,733,4,v,Edsberger Håkan (Å),0,7300,0,1811
66227,Dream of MoneyDE* (DE),1489,4,s,Crebas Hans (Ax),0,37300,1,1812
66000,Kirsty MacColl,50,7,s,Flink Jan E (Ax),0,0,0,1813
65900,Conrads Kingfisher,309,4,v,Persson David (Ax),0,7400,1,1814
65848,Nikita Vrijthout (BE),1355,4,s,Henriksen Per (Å),0,0,1,1815
65800,Titan Tilly,720,5,v,Ivehag Josefine (Ax),1,29500,0,1816
65586,Bear with Blaze,24,5,v,Lorentzen Jörgen (J),0,2486,1,1817
65500,Pinotage AA,1355,5,s,André Cecilia (Å),1,0,0,1818
65500,King Oliver,448,5,v,Wågstam-Hallgren Jessica (J),1,500,0,1819
65400,Hachi,40,10,v,Asklund Elisabeth (Å),1,0,0,1820
65000,Last Joke,1300,4,v,Dyhrberg Svend (Hd),0,25000,1,1821
65000,Borups Slåtter,299,6,v,Nilsson Wallis (J),0,500,0,1822
64500,Viento,1445,4,h,Martinsson Eric (Ax),0,2000,1,1823
64500,Stepping Dreamgirl,1395,3,s,Martinsson Eric (Ax),0,14500,1,1824
64400,The Black Rose,89,4,s,Bianchi Riccardo (Hd),0,3500,1,1825
64400,Filur Då,890,5,v,Bengtsson Sonja (J),1,44000,0,1826
64221,Repo Man,605,4,v,Melchior Jörgen (Ax),0,0,0,1827
64200,Ester Eleonora,442,9,s,Balder Carina (Å),1,0,0,1828
63700,Hanita Fayline,269,5,s,Adler Hans (Å),0,17400,1,1829
63700,Who by Fire,415,8,v,Sandgren Ove (Å),0,500,0,1830
63500,Jet Lane,1035,4,s,Untersteiner Johan (Hd),0,500,1,1831
63050,Haracz Design,10,10,v,Fagerlund Isabella (Kr),1,0,0,1832
63000,Hollywood Wildcat,1180,4,v,Göransson Carl-Otto (Hd),0,50500,1,1833
62900,Mango Tango,519,4,s,Adler Hans (Å),0,28900,1,1834
62700,Wilma E,65,6,s,Gustafsson Kjell (Kr),0,1000,0,1835
62500,Fire Edition,590,4,v,Lövgren Joakim (J),0,11000,1,1836
62418,Plumeria,382,5,s,Ahlborg Cecilia (J),1,25200,0,1837
62400,Muscle Crown,308,4,v,Eklundh André (Å),0,8300,1,1838
62200,Dynamite Maxi,175,6,s,Klint Niklas (Ax),0,7000,0,1839
62100,Aleksei Ride,115,7,v,Carlsson Erica (Å),1,0,0,1840
62000,Jetset River,1065,4,h,Samuelsson Ola (J),0,0,1,1841
62000,Ulla Palema,70,4,s,Svensson Linus (Ax),0,0,1,1842
62000,Simb Landlord,685,6,v,Kristersson Sara (Ax),1,0,0,1843
61900,Heca's Fighter,65,12,v,Stenquist Niclas (Ax),0,0,1,1844
61900,Epic Latier,894,5,s,Sarnet Joakim (Å),0,29400,0,1845
61900,Wild Commander,196,6,v,Vartiainen Keijo (Å),0,2600,0,1846
61800,Stick Nudger,234,4,s,Henriksen Per (Å),0,15900,1,1847
61700,Madjica Hudson,25,6,s,Karlsson Madelene (Å),1,0,0,1848
61500,Ärtan Berit,420,6,s,Gustafsson Linda (Ax),0,0,0,1849
61500,Silpinge Speeder,250,4,v,Håkansson Bengt (Ti),0,5500,0,1850
61500,Untamed,1215,5,s,Johansson Peter (Vg),0,0,0,1851
61400,Magic Sea,111,6,v,Södervall Henrik (J),0,0,0,1852
61064,Wild Nature,1268,4,s,Eriksson Christoffer (J),0,6800,1,1853
61000,Complete Launcher,230,9,v,Linderoth Mikael Å (Å),0,0,1,1854
61000,Elusive Butterfly,1210,4,s,Norberg Sören (J),0,0,0,1855
60900,Wingait Lars,572,5,v,Larsson Vanessa (Hd),1,0,0,1856
60700,Boke Palema,1247,5,v,Svensson Linus (Ax),0,2500,1,1857
60500,Matchpoint Pellini,1205,5,h,Samuelsson Ola (J),0,0,1,1858
60000,Chatty Kronos,1150,3,s,Riordan Jerry (Hd),0,0,1,1859
60000,Cash and Carry,1200,4,s,Svanstedt Anders (Ax),0,60000,1,1860
59800,Acacia,161,5,s,Jonsson Thomas (Kr),0,5000,1,1861
59500,Supermarket,1170,4,v,Eklundh André (Å),0,0,1,1862
59500,Tyes Garfield,1205,5,v,Olsson Sara (Å),1,58000,0,1863
59100,Let Us Pray (US),258,14,v,Asklund Elisabeth (Å),1,0,0,1864
59000,Tasherit,315,4,s,Crebas Hans (Ax),0,15500,1,1865
59000,Let's Face'em,245,4,v,Nilsson Lars I (J),0,2000,1,1866
58900,Orange Sand,55,11,v,Larsson Ingemar (Kr),0,0,0,1867
58900,Jolie Danseur,324,6,s,Lilja Ulla (J),1,5500,0,1868
58800,Malou Cheri,25,5,s,Angelhammar Lars Krister (J),0,0,0,1869
58700,Superiore,913,5,v,Holmquist Emma (Kr),1,46300,0,1870
58400,Lukaku di Quattro,1059,3,v,Heiskanen Veijo (Å),0,58400,1,1871
58200,Cire,984,4,v,Uhrberg Thomas (J),0,40900,1,1872
58000,Sure Broline,70,7,s,Luperini Fausto (Vg),0,0,0,1873
58000,Centurion B,820,4,v,Oppäng Karl Niclas (Å),0,18500,0,1874
57800,Le Piment,1173,5,v,Anderberg Henrik (J),0,0,0,1875
57550,Global Standpoint,151,9,v,Widell Thomas (Ax),0,0,0,1876
57500,Cherie Eagra,1175,4,s,Hellstedt Jan (Vg),0,57500,1,1877
57200,Moonlight GG,40,8,s,Ekstein Birgit (Å),1,2000,0,1878
57000,Moons Aladdin,420,4,v,Karlsson Inge N (Kr),0,18000,0,1879
56900,Fowler Flap,449,4,s,Henriksen Per (Å),0,26900,1,1880
56800,Arrivederci Face,918,3,v,Kolgjini Adrian (J),0,50000,1,1881
56800,Majors Amore,763,4,v,Gustafsson Tord (Å),0,5900,0,1882
56774,Galla di Quattro* (FR),25,5,s,Aronsson Sofia (Ax),1,0,1,1883
56700,The DRed,368,7,v,Rydberg Jesper (Ax),0,16800,0,1884
56200,Reef Snapper,879,5,v,Järpedal Lars (Å),0,2000,0,1885
56000,Vaiana Venit,70,4,s,Bergh Robert (Å),0,500,1,1886
56000,Storm Woodland,1185,4,v,Fermskog Magnus (Kr),0,56000,0,1887
55852,Kadabra Dream,522,5,v,Henriksen Per (Å),0,1000,1,1888
55807,Arthur King* (SI),570,5,v,Bianchi Riccardo (Hd),0,1000,1,1889
55806,Kinky Steel* (DE),1367,4,v,Untersteiner Peter (Hd),0,0,1,1890
55700,Amour Riverside,168,5,s,Jönsson Kaj (Hd),0,2000,0,1891
55600,Adorable Love,270,8,v,Eriksson Lise-Lott (Kr),1,0,0,1892
55500,Reality Star,70,5,s,Uvgård Per (J),0,6500,0,1893
55347,Ide Beemd* (DE),422,6,v,Lugauer Conrad (J),0,0,1,1894
55300,Sweet Lane,446,5,s,Radsten Patrik (J),0,0,0,1895
55200,Delma,693,4,s,Haglund Anne (J),1,33800,0,1896
55000,Livi Obsession,235,5,s,Forssell Anna (Ax),1,0,1,1897
55000,Iconic,950,3,h,Hedberg Pär (Ax),0,55000,1,1898
55000,Loyd Kemp,300,11,v,Andersson Ulrika (Hd),1,0,0,1899
54950,Vallentina,370,10,s,Johansson Bo (Å),0,0,0,1900
54900,Happy GG,295,7,s,Holmqvist Stefan (Ax),0,0,0,1901
54900,Antes Victory,322,9,v,Söderqvist Thomas (Å),0,500,0,1902
54768,FSkatt Blou,50,7,v,Nilsson Annika (Kr),1,2500,0,1903
54728,Billie HolidayAT* (RS),849,4,s,Bianchi Riccardo (Hd),0,27400,1,1904
54600,Fade Away,435,5,s,Storm Yvonne (Ti),1,2500,0,1905
54400,Isa Cake,55,5,s,Jonasson Bertil (Kr),0,2500,0,1906
54300,Herr Ågren,538,5,v,Olsson Per-Ola (J),0,26300,0,1907
53500,Twins Zeus,485,4,v,Dyhrberg Svend (Hd),0,11000,1,1908
53300,Weather Radar,25,7,v,Andersson Mats (J),0,1000,0,1909
53300,Firstladyofchelsea,865,4,s,Sahlg-Fromell Monica (J),1,0,0,1910
53124,Bortolomiol Am,66,10,v,Vassland Jim (Hd),0,0,0,1911
53000,Gold Matter,1030,4,h,Lövgren Joakim (J),0,0,1,1912
53000,Rydens Molly,194,9,s,Rydén Arne (Vg),0,0,0,1913
52800,Billy Bear,380,6,v,Wallgren Mikael (Ax),0,500,0,1914
52400,Nibali (DE),399,4,v,Lövgren Joakim (J),0,15000,1,1915
52300,Gruosi,40,6,s,Gustafsson Kjell (Kr),0,0,0,1916
52300,Spring One,905,5,s,Nilsson Nils-Göran (J),0,0,0,1917
52100,Misfit Trotter,66,8,s,Oppäng Karl Niclas (Å),0,0,0,1918
52100,Vilma Gertorp,46,9,s,Renström Caroline (Ax),1,0,0,1919
52000,Mezzio VM,390,4,s,Nilsson Staffan (J),0,500,0,1920
51979,Sarah Vaughan AT* (RS),1280,4,s,Bianchi Riccardo (Hd),0,42500,1,1921
51950,Ferrari Mauritz,213,11,v,Mauritzsson Roland (J),0,0,0,1922
51800,Borups Tiger,104,5,v,Johansson Amanda (Hd),1,500,0,1923
51500,L'Equipe,1115,6,s,Johansson Emma E (Kr),1,25000,0,1924
51500,Cute and Charming,250,5,s,Lähdekorpi Hanna (Hd),1,1000,0,1925
51400,Kung di Quattro,989,4,v,Robertsson Niklas (Kr),0,30500,1,1926
51400,Monicker LL,55,8,v,Johnsson Jimmy (Ti),0,0,0,1927
51300,Lilliannes Love,913,3,s,Riordan Jerry (Hd),0,0,1,1928
51158,Capuchin,1056,4,s,Malmqvist Tomas (J),0,19141,1,1929
51100,Stommens Erik,365,5,v,Ljungblad Gert (Å),0,0,0,1930
51000,Celine,810,3,s,Bergh Robert (Å),0,51000,1,1931
51000,Tasmanian Devil,825,4,v,Lähdekorpi Hanna (Hd),1,18500,0,1932
50900,Mr Kindic,464,4,v,Svanstedt Rickard (Ax),0,5900,1,1933
50600,Turbo Poca,611,7,s,Brodin Sara (Vg),1,0,0,1934
50500,Listas Millionbaby,955,5,s,Egertoft Helena (Hd),1,0,1,1935
50500,Austin,700,4,v,Lugauer Conrad (J),0,38000,1,1936
50500,Sandsjöns Arras,1055,5,v,Lugauer Conrad (J),0,0,1,1937
50500,So Allegretto,357,9,v,Bengtsson Bengt-Göran (Å),0,0,0,1938
50366,Mozartkugel,319,4,v,Heiskanen Veijo (Å),0,12400,1,1939
50000,Caitriona,800,4,s,Lugauer Conrad (J),0,0,1,1940
50000,Nocturne Zon,950,3,s,Lövgren Joakim (J),0,50000,1,1941
50000,Sweet Susie,325,4,s,Bratell Lars (Å),0,500,0,1942
50000,Dame Lane,710,3,s,Lubrano Giuseppe (Å),0,36000,0,1943
50000,Uberty Face,755,5,s,Pettersson Patrik (Ax),0,27500,0,1944
49800,Odd Squad (US),698,4,v,Oscarsson Jim (Kr),0,26300,1,1945
49500,Make it Split,160,6,s,Florin Mikael (Vg),0,0,0,1946
49400,The Explosion,719,3,v,Oscarsson Jim (Kr),0,0,1,1947
49300,Keep Flying Rapida,993,4,v,Gustafsson Conny (Å),0,49300,0,1948
49200,Mango Madness,1017,7,s,Alexanderson Catrin (Ax),1,0,0,1949
49000,Temptation Face,185,6,s,Aurell Laursen Katarina (Ax),1,16500,1,1950
48850,Pi Allegretto,550,10,s,Bengtsson Bengt-Göran (Å),0,0,0,1951
48600,My Little Ego,55,10,v,Skön Heidi (Hd),1,500,0,1952
48550,Selma Dream,100,10,s,Möller Sanna (J),1,0,0,1953
48500,Candid Camera,960,4,v,Törnqvist Maria (Å),1,43000,1,1954
48351,Staro Next Move,1023,5,h,Lorentzen Jörgen (J),0,12620,1,1955
48132,Yerbas Qvintus,70,8,v,Lindahl Aina (J),1,0,0,1956
48000,Hurricane Woodland,760,4,v,Fermskog Magnus (Kr),0,34500,0,1957
48000,Devs Dom Perignon,980,5,v,Blomdahl Lise-Lotte (Hd),1,17500,0,1958
47900,Tupac Face,114,6,v,Mårtensson Jonny (Hd),0,0,0,1959
47845,Bajaro BR* (DE),1010,4,h,Malmqvist Tomas (J),0,0,1,1960
47600,Möller,375,8,v,Oppäng Karl Niclas (Å),0,2500,0,1961
47500,She's Doing,1025,4,s,Bodevind Johanna (Hd),1,47500,0,1962
47500,She Will do It,315,4,s,Nilsson Ove (Kr),0,9500,0,1963
47450,Last Chance L,85,12,v,Bäckman Tomas (Hd),0,0,0,1964
47400,Carribean,173,7,v,Dahlqvist Mikael (J),0,0,0,1965
47300,Sergei,335,5,h,Oscarsson Jim (Kr),0,5000,1,1966
47100,GPTTNo Aqua,104,7,s,Palm Kenneth (J),0,500,0,1967
46800,King of Djazz,818,3,v,Lövgren Joakim (J),0,46800,1,1968
46502,Song Lane,65,5,s,Wallgren Yngve (Hd),0,0,0,1969
46500,Gloriana NO (NO),415,4,s,Lövgren Joakim (J),0,21000,1,1970
46000,Roberto UR,910,3,v,Lövgren Joakim (J),0,15000,1,1971
46000,Sweet Carola,240,5,s,Sandin Elisabeth (Ax),1,500,1,1972
45800,Maniacio,110,6,v,Frisell Hans (Å),0,5000,0,1973
45700,Amelia Simoni (DK),165,9,s,Magnusson Reine (Å),0,0,0,1974
45500,Prime Lane,40,4,s,Andersson Jenny (J),1,1000,1,1975
45500,Norrby Killen,385,4,h,Oscarsson Jim (Kr),0,8000,1,1976
44900,Ayah de Lux,774,3,v,Dalborg Thomas (Ax),0,44900,1,1977
44900,A Second Time,460,5,s,Persson Håkan K (Hd),0,8500,1,1978
44876,Perfect Star* (FI),1156,4,s,Aho Mikko (Å),0,25000,1,1979
44500,Cavalleri,665,4,s,Holmquist Emma (Kr),1,1000,0,1980
44000,My Story is True,840,4,v,Eklundh André (Å),0,0,1,1981
44000,Too Hot Toulouse,335,4,s,Holmquist Emma (Kr),1,12000,0,1982
44000,Guess,0,11,v,Svensson Anita (Å),1,0,0,1983
43900,Only One Tooma,375,3,h,Samuelsson Ola (J),0,32500,1,1984
43650,Sobel Mynta,96,8,s,Andersson Ulrika (Hd),1,0,0,1985
43600,Helacs Zingapore,553,7,s,Lugauer Conrad (J),0,19300,1,1986
43503,Glorius Rain,760,3,s,Untersteiner Johan (Hd),0,40000,1,1987
43300,Amoa Queen,783,3,s,Persson Fredrik (Kr),0,10500,1,1988
43200,QAllegretto,80,6,s,Flygare Eric (Ax),0,3500,0,1989
42500,Hurricane Red (FR),720,4,v,Frinta Elke (J),1,1000,0,1990
42400,Bachelor Girl,389,5,s,Karlsson Madelene (Å),1,0,0,1991
42000,Loseyourself,305,5,s,Stenströmer Ulf (Ax),0,13500,1,1992
42000,Skogans Survivor,256,7,v,Högqvist Tommy (Kr),0,0,0,1993
41800,Unusual Face,478,5,v,Nilsson Lars I (J),0,27800,1,1994
41800,Storytell Buv,290,5,v,Widegren Dan (Hd),0,0,1,1995
41600,Polly SW,176,7,s,Stenquist Niclas (Ax),0,0,1,1996
41400,Princess Tile,689,4,s,Untersteiner Peter (Hd),0,5900,1,1997
41400,Hallelujah,319,10,v,Sandgren Ove (Å),0,0,0,1998
41300,Make it MA,375,7,s,Asklund Elisabeth (Å),1,0,0,1999
41250,Looping,285,7,s,Laang Mari (Ax),1,0,0,2000
40900,Quidditch CD,65,8,v,Gustafsson Pontus (Å),0,0,0,2001
40600,RKMajesty,210,4,v,Jonsson Jenny (Kr),1,500,0,2002
40500,Down Under,705,3,h,Bergh Robert (Å),0,40500,1,2003
40500,Amazing Månalisa,35,7,s,Cohn Ulrika (J),1,2000,0,2004
40500,Olga Lock,395,5,s,Wallgren Mikael (Ax),0,7500,0,2005
40400,Haymitch Am,829,4,h,Lugauer Conrad (J),0,0,1,2006
40400,Hector Mearas,874,4,v,Untersteiner Johan (Hd),0,0,1,2007
40000,Boira VW,825,5,s,Brindeborg Lars (Hd),0,0,1,2008
40000,Staro Peanut,800,3,h,Lövgren Joakim (J),0,0,1,2009
40000,Vilda de Castella,431,5,s,Forsmoo Birgitta (Ax),1,0,0,2010
39850,Red Red Love,848,5,s,Persson Fredrik (Kr),0,39850,1,2011
39700,Antonio Symphonic,40,6,v,Ryman Christer (Ax),0,0,0,2012
39500,Dirty Smile,20,12,v,Rogell Anna (J),1,0,0,2013
39400,Rare Magic,819,4,v,Samuelsson Ola (J),0,0,1,2014
39325,Niras Bridezilla,386,9,s,Nordström Emely (J),1,0,0,2015
39300,Silpinge Superb,110,6,v,Håkansson Bengt (Ti),0,0,0,2016
39300,Duenna Sisu,583,8,s,Asklund Elisabeth (Å),1,0,0,2017
39300,Mr Montechristo,718,4,v,Johansson Håkan E (Å),0,22300,0,2018
39200,Borups Pion,25,8,s,Andersson Mats (J),0,1500,0,2019
39200,Ockra,86,6,s,Söderholm Hans-Olof (Hd),0,2100,0,2020
39000,Livi Outsider,720,5,s,Sandin Elisabeth (Ax),1,0,1,2021
38800,Gosa,228,3,s,Bianchi Riccardo (Hd),0,14800,1,2022
38700,Milles Mulle,562,4,v,Untersteiner Johan (Hd),0,5900,1,2023
38500,Chansey Jons,155,5,v,Jonsson Thomas (Kr),0,0,1,2024
38500,Alfons,685,4,v,Knutsen Magnus (Å),0,15500,0,2025
38400,Atlanta Express,420,3,v,Hedberg Pär (Ax),0,14000,1,2026
38241,Wilfi Roni,70,9,v,Nilsson Roger S (J),0,0,0,2027
38000,MTRavishing,705,3,s,Lövgren Joakim (J),0,38000,1,2028
38000,Alfas Kelly,760,6,s,Stenströmer Ulf (Ax),0,2000,1,2029
38000,Irish Rower,151,10,v,Flink Jan E (Ax),0,0,0,2030
38000,Oliver Our Star,830,4,v,Ivehag Josefine (Ax),1,38000,0,2031
37900,A Good Advice,249,4,v,Crebas Hans (Ax),0,12900,1,2032
37900,Höwings Zeus (DE),699,4,v,Palm Ronny (J),0,31000,1,2033
37800,Fake Super Fast (FI),678,3,s,Heiskanen Veijo (Å),0,500,1,2034
37500,Famiglia (DK),620,4,s,van der Meer Patricia (J),1,14500,1,2035
37500,Amoko,570,6,v,Södervall Henrik (J),0,0,0,2036
37000,Bistro Oak,720,4,v,Eriksson Christoffer (J),0,6500,1,2037
37000,Kinas Turbo Viking,740,9,v,Erlandsson Pernilla (Ax),1,0,0,2038
36991,Irma's Cash,106,4,s,Malmqvist Tomas (J),0,0,1,2039
36600,Rigantona,440,10,s,Thulin Ronny (Hd),0,0,0,2040
36500,In Love d'Ecajeul (FR),690,3,h,Bergh Robert (Å),0,11500,1,2041
36500,TWall's Joplin,715,5,s,Martinsson Eric (Ax),0,26000,1,2042
36500,Sweet Solway,160,4,s,Lycken Ireén (Ax),1,5000,0,2043
36500,Rekord Bitchen,265,4,s,Steffensen Fredrik (Å),0,0,0,2044
36400,Newton Tooma,139,4,v,Robertsson Dick (Hd),0,5900,1,2045
36400,Silpinge Prince,365,4,v,Håkansson Bengt (Ti),0,0,0,2046
36100,Arcipelago Jet (IT),535,5,v,Aronsson Sofia (Ax),1,1000,1,2047
36000,Zola Love,660,4,s,Untersteiner Peter (Hd),0,0,1,2048
36000,Grand Doux,615,4,v,Olsson Jarl (J),0,26000,0,2049
35900,Skywalker Diablo,684,4,v,Untersteiner Johan (Hd),0,35900,1,2050
35900,One too Me,484,4,v,Larning Kent S (J),0,500,0,2051
35700,Bird Lane,682,3,s,Bergh Robert (Å),0,0,1,2052
35600,Listas Ice Glide,100,6,s,Berg Björn (Vg),0,6500,0,2053
35500,Stepping Sweet,655,4,s,Burman Helena (J),1,0,1,2054
35300,Hoop of Colour,638,4,s,Nilsson Lars I (J),0,21800,1,2055
35300,Stepping du Chene,318,5,v,Larsson Evelina (Kr),1,7800,0,2056
35200,Hills Hurricane,283,5,s,Hillbom Charlie (Å),1,14000,0,2057
35150,Euro Chip,443,10,v,Svensson Anita (Å),1,0,0,2058
35100,Önas Patricia,330,4,s,Dalborg Thomas (Ax),0,16500,1,2059
35000,Flirty,950,11,h,Brodin Sara (Vg),1,0,0,2060
34900,Vivaldi,25,8,v,Brose Åsa (Vg),1,0,0,2061
34700,Euro Pool,100,5,s,Jakobsson Anna (Hd),1,1000,0,2062
34500,Broccoli Bell,530,4,s,Järpedal Lars (Å),0,0,0,2063
34500,OMGlowstep,65,5,s,Rubertsson Anton (Kr),0,1000,0,2064
34400,Ragazzo Forte,519,4,h,von Dabrowski Andre (J),0,0,1,2065
34100,Cissi af Solnäs,591,4,s,Dyhrberg Svend (Hd),0,28600,1,2066
34000,Jan WSchermer,635,5,v,Crebas Hans (Ax),0,27500,1,2067
33928,Mischief Managed,166,6,v,Lorentzen Jörgen (J),0,9228,1,2068
33500,Macron Hanover (US),805,4,s,Oscarsson Jim (Kr),0,0,1,2069
33500,NTT's Rolex,400,4,v,Zukanovic Admir (Å),0,11000,1,2070
33500,Summer Woodland,230,4,s,Fermskog Magnus (Kr),0,0,0,2071
33500,She's Ann,75,6,s,Kristiansson Ann-Sofie (Hd),1,0,0,2072
33500,Youneverwalkalone,330,7,v,Nilsson Benny J L (Kr),0,0,0,2073
33500,Gigino (US),735,4,v,Olsson Jacobsen Sophia (Å),1,33500,0,2074
33500,Easter Valley,525,4,v,Virdhage Josefine (Ax),1,13500,0,2075
33300,Xanthis Flicka,515,4,s,Karlsson Patrik (J),0,11000,1,2076
33000,Gabriel Avenue,170,4,v,Lindgren Marcus (Hd),0,9000,1,2077
33000,Mr Premier,25,6,v,von Dabrowski Andre (J),0,1000,1,2078
33000,Biz Kronos,470,4,v,Bodevind Johanna (Hd),1,0,0,2079
32800,Waitingashell,678,5,v,Eriksson Linda M (Å),1,32800,0,2080
32500,Michelot,525,3,v,Kolgjini Adrian (J),0,32500,1,2081
32500,Amarillo Bay,375,4,v,Martinsson Eric (Ax),0,9000,1,2082
32500,Dolly Komp,570,4,s,Persson Fredrik (Kr),0,26000,1,2083
32400,Digital Stair,599,4,h,Karlsson Ola (J),0,15000,1,2084
32027,Dynamite Sensation,720,3,h,Malmqvist Tomas (J),0,0,1,2085
32000,Breathe of Love,190,5,s,Jonsson Thomas (Kr),0,10000,1,2086
32000,Malte Laday,100,5,v,Berg Fredrik (Ax),0,6500,0,2087
32000,Epulu (DK),275,5,v,Norin Gustav (Hd),0,9000,0,2088
32000,Oscar Flax,620,7,v,Waldén Anna-Lena (Hd),1,0,0,2089
31900,Candela af Solnäs,189,5,s,Haglund Veronica (Hd),1,0,0,2090
31709,Dariole,642,3,h,Malmqvist Tomas (J),0,0,1,2091
31500,Googoo Oscar,490,5,v,Hedberg Pär (Ax),0,23500,1,2092
31500,Hippolito GR,615,4,v,Stenströmer Ulf (Ax),0,0,1,2093
31450,Laddieson,66,11,v,Sandgren Ove (Å),0,0,0,2094
31400,Hills Hope,445,5,s,Hillbom Charlie (Å),1,0,0,2095
31300,Zauberflöte,578,4,s,Heiskanen Veijo (Å),0,22300,1,2096
31300,Cocoa Cake (FI),713,9,s,Blomander Björn (Vg),0,0,0,2097
31200,Redbull Pellini,637,3,v,Lindgren Marcus (Hd),0,25000,1,2098
